version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 142857000002 eni-app587 10.1.2.104 10.3.2.20 56670 6379 6 28 8204 1738677036 1738677264 ACCEPT OK
2 142857000002 eni-app783 10.1.7.192 10.3.2.20 54394 6379 6 72 15696 1738977855 1738978004 ACCEPT OK
2 142857000002 eni-app433 10.1.9.33 10.3.2.20 33887 6379 6 33 3333 1739017819 1739017909 ACCEPT OK
2 142857000002 eni-app259 10.1.8.117 10.3.2.20 64918 6379 6 76 37468 1738947101 1738947389 ACCEPT OK
2 142857000002 eni-app665 10.1.2.91 10.3.2.20 54851 6379 6 130 29380 1739258212 1739258406 ACCEPT OK
2 142857000002 eni-app604 10.1.3.149 10.3.2.20 54363 6379 6 29 9541 1738601134 1738601214 ACCEPT OK
2 142857000002 eni-app676 10.1.4.161 10.3.2.20 65388 6379 6 105 51555 1738648989 1738649278 ACCEPT OK
2 142857000002 eni-app485 10.1.6.102 10.3.2.20 35757 6379 6 76 13604 1738574490 1738574756 ACCEPT OK
2 142857000002 eni-app257 10.1.4.197 10.3.2.20 52142 6379 6 108 11772 1738705172 1738705351 ACCEPT OK
2 142857000002 eni-app573 10.1.6.81 10.3.2.20 63475 6379 6 118 58410 1739280537 1739280639 ACCEPT OK
2 142857000002 eni-app127 10.1.6.26 10.3.2.20 62959 6379 6 123 18696 1738444920 1738445054 ACCEPT OK
2 142857000002 eni-app493 10.1.9.128 10.3.2.20 50041 6379 6 41 11685 1738496232 1738496508 ACCEPT OK
2 142857000002 eni-app162 10.1.4.133 10.3.2.20 46957 6379 6 180 84600 1739482759 1739482839 ACCEPT OK
2 142857000002 eni-app116 10.1.6.88 10.3.2.20 44938 6379 6 68 25228 1739388633 1739388889 ACCEPT OK
2 142857000002 eni-app822 10.1.2.87 10.3.2.20 62850 6379 6 138 36708 1738989819 1738989941 ACCEPT OK
2 142857000002 eni-app440 10.1.1.51 10.3.2.20 49778 6379 6 154 28952 1739171885 1739172116 ACCEPT OK
2 142857000002 eni-app668 10.1.7.47 10.3.2.20 52445 6379 6 125 24375 1739475458 1739475511 ACCEPT OK
2 142857000002 eni-app110 10.1.7.119 10.3.2.20 61952 6379 6 74 12506 1739308981 1739309204 ACCEPT OK
2 142857000002 eni-app311 10.1.3.132 10.3.2.20 54936 6379 6 27 12447 1738801847 1738801983 ACCEPT OK
2 142857000002 eni-app241 10.1.7.131 10.3.2.20 56238 6379 6 116 52664 1739518266 1739518360 ACCEPT OK
2 142857000002 eni-app955 10.1.9.120 10.3.2.20 63909 6379 6 194 69452 1738824944 1738825000 ACCEPT OK
2 142857000002 eni-app502 10.1.1.77 10.3.2.20 48087 6379 6 142 52114 1739220360 1739220480 ACCEPT OK
2 142857000002 eni-app106 10.1.6.104 10.3.2.20 55499 6379 6 70 16240 1738488658 1738488701 ACCEPT OK
2 142857000002 eni-app691 10.1.10.47 10.3.2.20 60169 6379 6 131 26462 1739468640 1739468712 ACCEPT OK
2 142857000002 eni-app895 10.1.10.125 10.3.2.20 33346 6379 6 119 27489 1739054548 1739054738 ACCEPT OK
2 142857000002 eni-app854 10.1.6.115 10.3.2.20 63811 6379 6 125 16125 1738770342 1738770628 ACCEPT OK
2 142857000002 eni-app360 10.1.8.191 10.3.2.20 43174 6379 6 96 26496 1739339764 1739340017 ACCEPT OK
2 142857000002 eni-app951 10.1.10.190 10.3.2.20 49785 6379 6 17 3791 1738529427 1738529532 ACCEPT OK
2 142857000002 eni-app957 10.1.8.63 10.3.2.20 41303 6379 6 113 54579 1738747432 1738747695 ACCEPT OK
2 142857000002 eni-app279 10.1.3.25 10.3.2.20 42416 6379 6 190 36100 1738800520 1738800796 ACCEPT OK
2 142857000002 eni-app766 10.1.2.29 10.3.2.20 64886 6379 6 128 36992 1738584609 1738584857 ACCEPT OK
2 142857000002 eni-app158 10.1.8.37 10.3.2.20 52070 6379 6 118 21712 1738621109 1738621219 ACCEPT OK
2 142857000002 eni-app957 10.1.6.39 10.3.2.20 59254 6379 6 83 19671 1739507163 1739507312 ACCEPT OK
2 142857000002 eni-app692 10.1.6.54 10.3.2.20 33283 6379 6 36 11412 1738435909 1738436045 ACCEPT OK
2 142857000002 eni-app523 10.1.3.17 10.3.2.20 33679 6379 6 56 26992 1738743749 1738743827 ACCEPT OK
2 142857000002 eni-app607 10.1.3.183 10.3.2.20 37842 6379 6 111 26307 1738926138 1738926199 ACCEPT OK
2 142857000002 eni-app575 10.1.9.16 10.3.2.20 34034 6379 6 28 9240 1739253633 1739253773 ACCEPT OK
2 142857000002 eni-app140 10.1.7.59 10.3.2.20 55209 6379 6 124 61752 1738536579 1738536614 ACCEPT OK
2 142857000002 eni-app289 10.1.5.159 10.3.2.20 59851 6379 6 60 12360 1738436992 1738437256 ACCEPT OK
2 142857000002 eni-app329 10.1.5.81 10.3.2.20 40182 6379 6 106 41870 1738752910 1738753165 ACCEPT OK
2 142857000002 eni-app347 10.1.10.81 10.3.2.20 33117 6379 6 123 39483 1738703354 1738703497 ACCEPT OK
2 142857000002 eni-app432 10.1.1.199 10.3.2.20 49814 6379 6 111 54057 1739548322 1739548383 ACCEPT OK
2 142857000002 eni-app937 10.1.6.167 10.3.2.20 54070 6379 6 196 80948 1738695729 1738695814 ACCEPT OK
2 142857000002 eni-app817 10.1.10.67 10.3.2.20 43122 6379 6 42 14112 1738827242 1738827524 ACCEPT OK
2 142857000002 eni-app220 10.1.9.32 10.3.2.20 58170 6379 6 50 19650 1738745869 1738746012 ACCEPT OK
2 142857000002 eni-app160 10.1.1.86 10.3.2.20 40988 6379 6 154 49126 1739097938 1739098188 ACCEPT OK
2 142857000002 eni-app943 10.1.8.111 10.3.2.20 44016 6379 6 175 47075 1739248345 1739248607 ACCEPT OK
2 142857000002 eni-app310 10.1.9.174 10.3.2.20 64831 6379 6 87 24534 1738716555 1738716720 ACCEPT OK
2 142857000002 eni-app617 10.1.1.125 10.3.2.20 61266 6379 6 195 19500 1739151568 1739151752 ACCEPT OK
2 142857000002 eni-app522 10.1.7.136 10.3.2.20 34190 6379 6 103 49955 1738373849 1738373965 ACCEPT OK
2 142857000002 eni-app205 10.1.9.12 10.3.2.20 44024 6379 6 180 83880 1738461522 1738461575 ACCEPT OK
2 142857000002 eni-app945 10.1.3.29 10.3.2.20 52382 6379 6 105 52185 1738715925 1738716076 ACCEPT OK
2 142857000002 eni-app135 10.1.5.76 10.3.2.20 47524 6379 6 148 58164 1738436313 1738436431 ACCEPT OK
2 142857000002 eni-app277 10.1.6.59 10.3.2.20 33197 6379 6 73 14965 1738696995 1738697110 ACCEPT OK
2 142857000002 eni-app929 10.1.6.27 10.3.2.20 57294 6379 6 20 3560 1738881128 1738881327 ACCEPT OK
2 142857000002 eni-app331 10.1.1.39 10.3.2.20 54895 6379 6 168 79464 1739089530 1739089705 ACCEPT OK
2 142857000002 eni-app616 10.1.1.67 10.3.2.20 51435 6379 6 113 44861 1739057041 1739057177 ACCEPT OK
2 142857000002 eni-app970 10.1.4.59 10.3.2.20 48908 6379 6 51 12750 1738774094 1738774325 ACCEPT OK
2 142857000002 eni-app931 10.1.10.119 10.3.2.20 34514 6379 6 43 4429 1738710279 1738710486 ACCEPT OK
2 142857000002 eni-app229 10.1.9.175 10.3.2.20 50427 6379 6 69 11178 1739551487 1739551655 ACCEPT OK
2 142857000002 eni-app898 10.1.3.158 10.3.2.20 54613 6379 6 24 7848 1738557720 1738557951 ACCEPT OK
2 142857000002 eni-app157 10.1.10.163 10.3.2.20 40494 6379 6 167 28056 1739024527 1739024630 ACCEPT OK
2 142857000002 eni-app592 10.1.8.112 10.3.2.20 62900 6379 6 60 8280 1738877035 1738877223 ACCEPT OK
2 142857000002 eni-app493 10.1.5.50 10.3.2.20 44712 6379 6 26 2782 1739147501 1739147668 ACCEPT OK
2 142857000002 eni-app737 10.1.10.62 10.3.2.20 39176 6379 6 124 34100 1738562839 1738562936 ACCEPT OK
2 142857000002 eni-app334 10.1.7.124 10.3.2.20 39313 6379 6 29 13311 1738747189 1738747465 ACCEPT OK
2 142857000002 eni-app533 10.1.4.194 10.3.2.20 50729 6379 6 112 18480 1739148931 1739149203 ACCEPT OK
2 142857000002 eni-app508 10.1.3.180 10.3.2.20 49274 6379 6 140 59080 1739035946 1739036172 ACCEPT OK
2 142857000002 eni-app535 10.1.3.189 10.3.2.20 40662 6379 6 16 6672 1738583766 1738584025 ACCEPT OK
2 142857000002 eni-app262 10.1.1.11 10.3.2.20 50369 6379 6 156 62868 1738847343 1738847534 ACCEPT OK
2 142857000002 eni-app822 10.1.5.25 10.3.2.20 39707 6379 6 58 10730 1738656208 1738656270 ACCEPT OK
2 142857000002 eni-app425 10.1.4.94 10.3.2.20 38934 6379 6 100 10500 1739110041 1739110209 ACCEPT OK
2 142857000002 eni-app207 10.1.3.35 10.3.2.20 52396 6379 6 158 67466 1738808158 1738808309 ACCEPT OK
2 142857000002 eni-app572 10.1.9.123 10.3.2.20 41920 6379 6 134 53868 1738471535 1738471698 ACCEPT OK
2 142857000002 eni-app859 10.1.10.42 10.3.2.20 49238 6379 6 105 47670 1739345561 1739345658 ACCEPT OK
2 142857000002 eni-app825 10.1.2.138 10.3.2.20 49438 6379 6 149 32780 1738689546 1738689740 ACCEPT OK
2 142857000002 eni-app107 10.1.2.161 10.3.2.20 52593 6379 6 56 26656 1739499834 1739500111 ACCEPT OK
2 142857000002 eni-app491 10.1.1.120 10.3.2.20 45762 6379 6 136 57664 1739401137 1739401273 ACCEPT OK
2 142857000002 eni-app540 10.1.3.160 10.3.2.20 55986 6379 6 160 61600 1738859736 1738859814 ACCEPT OK
2 142857000002 eni-app578 10.1.10.24 10.3.2.20 51762 6379 6 52 14248 1739118714 1739118965 ACCEPT OK
2 142857000002 eni-app615 10.1.1.143 10.3.2.20 56313 6379 6 95 40375 1738944584 1738944883 ACCEPT OK
2 142857000002 eni-app893 10.1.4.199 10.3.2.20 53781 6379 6 148 27676 1739480339 1739480592 ACCEPT OK
2 142857000002 eni-app857 10.1.3.113 10.3.2.20 50208 6379 6 54 5886 1739370073 1739370306 ACCEPT OK
2 142857000002 eni-app272 10.1.3.178 10.3.2.20 56519 6379 6 159 79182 1739379362 1739379548 ACCEPT OK
2 142857000002 eni-app904 10.1.6.198 10.3.2.20 58444 6379 6 105 14805 1738822466 1738822582 ACCEPT OK
2 142857000002 eni-app108 10.1.3.54 10.3.2.20 39733 6379 6 56 15624 1739532861 1739532984 ACCEPT OK
2 142857000002 eni-app276 10.1.7.53 10.3.2.20 59715 6379 6 86 28208 1739107599 1739107725 ACCEPT OK
2 142857000002 eni-app971 10.1.3.175 10.3.2.20 43878 6379 6 13 1898 1738896381 1738896494 ACCEPT OK
2 142857000002 eni-app687 10.1.5.32 10.3.2.20 44237 6379 6 83 32453 1738883236 1738883271 ACCEPT OK
2 142857000002 eni-app503 10.1.10.189 10.3.2.20 43924 6379 6 177 55401 1738396195 1738396452 ACCEPT OK
2 142857000002 eni-app368 10.1.3.114 10.3.2.20 55226 6379 6 112 11200 1738451377 1738451433 ACCEPT OK
2 142857000002 eni-app588 10.1.7.59 10.3.2.20 51448 6379 6 57 7638 1739125714 1739125764 ACCEPT OK
2 142857000002 eni-app855 10.1.4.167 10.3.2.20 38299 6379 6 29 3625 1738407348 1738407490 ACCEPT OK
2 142857000002 eni-app281 10.1.6.61 10.3.2.20 41580 6379 6 147 61299 1738883082 1738883194 ACCEPT OK
2 142857000002 eni-app327 10.1.8.33 10.3.2.20 57823 6379 6 32 12896 1738992696 1738992728 ACCEPT OK
2 142857000002 eni-app572 10.1.7.15 10.3.2.20 64608 6379 6 145 25085 1738466098 1738466147 ACCEPT OK
2 142857000002 eni-app801 10.1.7.81 10.3.2.20 60161 6379 6 112 17472 1739039866 1739039924 ACCEPT OK
2 142857000002 eni-app323 10.1.7.43 10.3.2.20 55966 6379 6 110 26840 1739362053 1739362088 ACCEPT OK
2 142857000002 eni-app277 10.1.10.93 10.3.2.20 45867 6379 6 68 22916 1738398881 1738399049 ACCEPT OK
2 142857000002 eni-app250 10.1.2.123 10.3.2.20 47378 6379 6 118 51566 1739256477 1739256563 ACCEPT OK
2 142857000002 eni-app758 10.1.4.115 10.3.2.20 49740 6379 6 39 4134 1738799145 1738799319 ACCEPT OK
2 142857000002 eni-app832 10.1.7.86 10.3.2.20 39265 6379 6 45 9090 1738563357 1738563586 ACCEPT OK
2 142857000002 eni-app301 10.1.5.83 10.3.2.20 62899 6379 6 39 18837 1739099834 1739099955 ACCEPT OK
2 142857000002 eni-app470 10.1.8.178 10.3.2.20 64003 6379 6 109 40003 1739340914 1739341159 ACCEPT OK
2 142857000002 eni-app718 10.1.7.187 10.3.2.20 51925 6379 6 63 14364 1738434366 1738434488 ACCEPT OK
2 142857000002 eni-app435 10.1.5.119 10.3.2.20 55062 6379 6 27 9234 1738462377 1738462458 ACCEPT OK
2 142857000002 eni-app955 10.1.9.122 10.3.2.20 65169 6379 6 15 2160 1739440896 1739441022 ACCEPT OK
2 142857000002 eni-app272 10.1.5.188 10.3.2.20 51578 6379 6 56 6776 1738729623 1738729765 ACCEPT OK
2 142857000002 eni-app887 10.1.5.78 10.3.2.20 65287 6379 6 78 10842 1739301854 1739301970 ACCEPT OK
2 142857000002 eni-app443 10.1.5.98 10.3.2.20 45637 6379 6 119 59381 1738827327 1738827613 ACCEPT OK
2 142857000002 eni-app879 10.1.10.75 10.3.2.20 33474 6379 6 124 48484 1739183207 1739183321 ACCEPT OK
2 142857000002 eni-app330 10.1.5.147 10.3.2.20 57573 6379 6 104 50024 1739120742 1739120842 ACCEPT OK
2 142857000002 eni-app804 10.1.9.155 10.3.2.20 63413 6379 6 20 4860 1739244654 1739244772 ACCEPT OK
2 142857000002 eni-app372 10.1.9.121 10.3.2.20 36911 6379 6 197 90817 1738782942 1738782978 ACCEPT OK
2 142857000002 eni-app995 10.1.10.96 10.3.2.20 54867 6379 6 68 24208 1738374737 1738374927 ACCEPT OK
2 142857000002 eni-app843 10.1.5.54 10.3.2.20 51021 6379 6 33 9900 1739378216 1739378366 ACCEPT OK
2 142857000002 eni-app695 10.1.10.164 10.3.2.20 47210 6379 6 14 1624 1739041787 1739042061 ACCEPT OK
2 142857000002 eni-app151 10.1.2.77 10.3.2.20 52738 6379 6 182 57876 1739487104 1739487384 ACCEPT OK
2 142857000002 eni-app617 10.1.2.85 10.3.2.20 49933 6379 6 66 21978 1739229017 1739229188 ACCEPT OK
2 142857000002 eni-app484 10.1.8.23 10.3.2.20 38165 6379 6 111 52392 1738813180 1738813441 ACCEPT OK
2 142857000002 eni-app234 10.1.7.75 10.3.2.20 58176 6379 6 116 39324 1739104944 1739105093 ACCEPT OK
2 142857000002 eni-app404 10.1.9.27 10.3.2.20 38478 6379 6 104 45448 1739215526 1739215821 ACCEPT OK
2 142857000002 eni-app161 10.1.9.165 10.3.2.20 42542 6379 6 156 18252 1739149749 1739150010 ACCEPT OK
2 142857000002 eni-app895 10.1.3.157 10.3.2.20 52957 6379 6 38 3990 1739364939 1739365140 ACCEPT OK
2 142857000002 eni-app120 10.1.8.176 10.3.2.20 51777 6379 6 153 45441 1738454003 1738454153 ACCEPT OK
2 142857000002 eni-app137 10.1.7.119 10.3.2.20 47703 6379 6 18 4896 1739129981 1739130137 ACCEPT OK
2 142857000002 eni-app351 10.1.5.118 10.3.2.20 46614 6379 6 161 57960 1739299569 1739299612 ACCEPT OK
2 142857000002 eni-app316 10.1.8.175 10.3.2.20 34226 6379 6 122 53680 1739199223 1739199460 ACCEPT OK
2 142857000002 eni-app852 10.1.2.150 10.3.2.20 44787 6379 6 44 8492 1739355765 1739356010 ACCEPT OK
2 142857000002 eni-app894 10.1.8.157 10.3.2.20 38094 6379 6 174 42282 1739228487 1739228525 ACCEPT OK
2 142857000002 eni-app541 10.1.8.140 10.3.2.20 54335 6379 6 175 62825 1739441533 1739441674 ACCEPT OK
2 142857000002 eni-app496 10.1.6.183 10.3.2.20 63617 6379 6 163 20049 1739421570 1739421705 ACCEPT OK
2 142857000002 eni-app932 10.1.7.62 10.3.2.20 43854 6379 6 87 38976 1739568915 1739569208 ACCEPT OK
2 142857000002 eni-app964 10.1.8.112 10.3.2.20 53406 6379 6 16 7664 1739424366 1739424561 ACCEPT OK
2 142857000002 eni-app948 10.1.5.156 10.3.2.20 40497 6379 6 45 7695 1738413942 1738414205 ACCEPT OK
2 142857000002 eni-app883 10.1.5.175 10.3.2.20 37863 6379 6 153 48348 1738491066 1738491301 ACCEPT OK
2 142857000002 eni-app291 10.1.1.114 10.3.2.20 36778 6379 6 110 22550 1739296580 1739296645 ACCEPT OK
2 142857000002 eni-app585 10.1.3.157 10.3.2.20 45328 6379 6 183 19581 1739211514 1739211634 ACCEPT OK
2 142857000002 eni-app935 10.1.10.30 10.3.2.20 43236 6379 6 182 70980 1739435387 1739435668 ACCEPT OK
2 142857000002 eni-app430 10.1.9.49 10.3.2.20 46142 6379 6 117 53703 1738619654 1738619803 ACCEPT OK
2 142857000002 eni-app646 10.1.2.127 10.3.2.20 60482 6379 6 198 20394 1739340345 1739340532 ACCEPT OK
2 142857000002 eni-app261 10.1.3.113 10.3.2.20 34747 6379 6 160 39840 1738918323 1738918458 ACCEPT OK
2 142857000002 eni-app343 10.1.4.32 10.3.2.20 54187 6379 6 182 89908 1739491155 1739491339 ACCEPT OK
2 142857000002 eni-app679 10.1.2.82 10.3.2.20 60197 6379 6 101 50096 1738408428 1738408688 ACCEPT OK
2 142857000002 eni-app731 10.1.7.163 10.3.2.20 55048 6379 6 55 7260 1738424170 1738424424 ACCEPT OK
2 142857000002 eni-app643 10.1.1.104 10.3.2.20 43411 6379 6 76 31160 1738766146 1738766315 ACCEPT OK
2 142857000002 eni-app384 10.1.9.141 10.3.2.20 48847 6379 6 200 99400 1738854539 1738854596 ACCEPT OK
2 142857000002 eni-app214 10.1.2.129 10.3.2.20 59918 6379 6 195 73125 1738675648 1738675919 ACCEPT OK
2 142857000002 eni-app756 10.1.1.108 10.3.2.20 50533 6379 6 172 50224 1739420765 1739420908 ACCEPT OK
2 142857000002 eni-app984 10.1.6.175 10.3.2.20 36163 6379 6 145 57420 1738606860 1738606942 ACCEPT OK
2 142857000002 eni-app245 10.1.5.158 10.3.2.20 38872 6379 6 195 85020 1739164107 1739164305 ACCEPT OK
2 142857000002 eni-app587 10.1.4.124 10.3.2.20 36333 6379 6 21 3318 1738371088 1738371197 ACCEPT OK
2 142857000002 eni-app308 10.1.5.20 10.3.2.20 34805 6379 6 124 15376 1739232585 1739232877 ACCEPT OK
2 142857000002 eni-app565 10.1.1.142 10.3.2.20 43210 6379 6 173 23009 1739499248 1739499483 ACCEPT OK
2 142857000002 eni-app663 10.1.9.52 10.3.2.20 44161 6379 6 163 50856 1738683039 1738683220 ACCEPT OK
2 142857000002 eni-app971 10.1.9.93 10.3.2.20 34028 6379 6 17 7446 1738995357 1738995621 ACCEPT OK
2 142857000002 eni-app447 10.1.9.139 10.3.2.20 44816 6379 6 178 70488 1738676921 1738677190 ACCEPT OK
2 142857000002 eni-app102 10.1.2.29 10.3.2.20 60488 6379 6 117 43992 1738945996 1738946083 ACCEPT OK
2 142857000002 eni-app501 10.1.2.53 10.3.2.20 41447 6379 6 130 39910 1739175148 1739175185 ACCEPT OK
2 142857000002 eni-app345 10.1.1.145 10.3.2.20 40635 6379 6 44 4752 1739537097 1739537360 ACCEPT OK
2 142857000002 eni-app370 10.1.3.117 10.3.2.20 51158 6379 6 59 26196 1738487157 1738487324 ACCEPT OK
2 142857000002 eni-app766 10.1.6.162 10.3.2.20 44818 6379 6 107 45154 1738825896 1738826055 ACCEPT OK
2 142857000002 eni-app183 10.1.9.184 10.3.2.20 44475 6379 6 134 13802 1739068465 1739068500 ACCEPT OK
2 142857000002 eni-app997 10.1.3.86 10.3.2.20 57274 6379 6 51 22236 1738987152 1738987292 ACCEPT OK
2 142857000002 eni-app259 10.1.10.14 10.3.2.20 47371 6379 6 159 23214 1739223264 1739223528 ACCEPT OK
2 142857000002 eni-app372 10.1.4.12 10.3.2.20 62347 6379 6 56 21392 1739131849 1739132086 ACCEPT OK
2 142857000002 eni-app879 10.1.4.166 10.3.2.20 62184 6379 6 106 45792 1738491309 1738491339 ACCEPT OK
2 142857000002 eni-app236 10.1.5.72 10.3.2.20 52975 6379 6 106 27772 1738644528 1738644579 ACCEPT OK
2 142857000002 eni-app535 10.1.6.66 10.3.2.20 49534 6379 6 188 92308 1739106051 1739106337 ACCEPT OK
2 142857000002 eni-app385 10.1.9.122 10.3.2.20 33834 6379 6 104 51792 1738534008 1738534162 ACCEPT OK
2 142857000002 eni-app221 10.1.5.140 10.3.2.20 55854 6379 6 149 26075 1739207086 1739207347 ACCEPT OK
2 142857000002 eni-app829 10.1.4.142 10.3.2.20 58986 6379 6 104 25064 1739413247 1739413487 ACCEPT OK
2 142857000002 eni-app139 10.1.4.42 10.3.2.20 57747 6379 6 69 22011 1738687333 1738687569 ACCEPT OK
2 142857000002 eni-app390 10.1.10.169 10.3.2.20 37597 6379 6 145 44660 1739340224 1739340320 ACCEPT OK
2 142857000002 eni-app975 10.1.10.89 10.3.2.20 44183 6379 6 155 53940 1739149887 1739149986 ACCEPT OK
2 142857000002 eni-app496 10.1.5.57 10.3.2.20 44860 6379 6 164 60352 1738473901 1738474015 ACCEPT OK
2 142857000002 eni-app493 10.1.10.168 10.3.2.20 60093 6379 6 42 4410 1739229361 1739229594 ACCEPT OK
2 142857000002 eni-app281 10.1.8.155 10.3.2.20 45163 6379 6 159 48972 1738520403 1738520609 ACCEPT OK
2 142857000002 eni-app940 10.1.10.161 10.3.2.20 42881 6379 6 163 71068 1739158532 1739158688 ACCEPT OK
2 142857000002 eni-app985 10.1.6.151 10.3.2.20 58970 6379 6 198 68112 1738819592 1738819885 ACCEPT OK
2 142857000002 eni-app481 10.1.8.125 10.3.2.20 61199 6379 6 166 32370 1739341060 1739341096 ACCEPT OK
2 142857000002 eni-app276 10.1.2.73 10.3.2.20 35969 6379 6 75 27600 1738999468 1738999765 ACCEPT OK
2 142857000002 eni-app304 10.1.10.73 10.3.2.20 45193 6379 6 34 9078 1738895368 1738895441 ACCEPT OK
2 142857000002 eni-app104 10.1.3.113 10.3.2.20 37126 6379 6 12 1380 1738692550 1738692728 ACCEPT OK
2 142857000002 eni-app577 10.1.1.177 10.3.2.20 58910 6379 6 178 81346 1738991883 1738991988 ACCEPT OK
2 142857000002 eni-app332 10.1.5.199 10.3.2.20 34980 6379 6 176 77088 1738509219 1738509394 ACCEPT OK
2 142857000002 eni-app117 10.1.2.65 10.3.2.20 46145 6379 6 86 13760 1739550841 1739551135 ACCEPT OK
2 142857000002 eni-app963 10.1.8.92 10.3.2.20 63574 6379 6 48 20400 1739573677 1739573774 ACCEPT OK
2 142857000002 eni-app759 10.1.10.166 10.3.2.20 54213 6379 6 148 47656 1738437566 1738437792 ACCEPT OK
2 142857000002 eni-app238 10.1.3.200 10.3.2.20 52222 6379 6 180 82260 1738991111 1738991146 ACCEPT OK
2 142857000002 eni-app156 10.1.10.191 10.3.2.20 44738 6379 6 176 31152 1739059025 1739059174 ACCEPT OK
2 142857000002 eni-app536 10.1.4.17 10.3.2.20 60824 6379 6 155 53940 1739074391 1739074473 ACCEPT OK
2 142857000002 eni-app682 10.1.9.168 10.3.2.20 34993 6379 6 112 18368 1738915396 1738915615 ACCEPT OK
2 142857000002 eni-app585 10.1.9.43 10.3.2.20 56655 6379 6 11 1573 1739211680 1739211835 ACCEPT OK
2 142857000002 eni-app202 10.1.8.167 10.3.2.20 60988 6379 6 114 35226 1738373826 1738374026 ACCEPT OK
2 142857000002 eni-app889 10.1.3.176 10.3.2.20 51798 6379 6 197 84316 1739375245 1739375278 ACCEPT OK
2 142857000002 eni-app223 10.1.4.88 10.3.2.20 43474 6379 6 135 31185 1739017320 1739017512 ACCEPT OK
2 142857000002 eni-app776 10.1.2.178 10.3.2.20 53460 6379 6 59 20414 1738840988 1738841225 ACCEPT OK
2 142857000002 eni-app607 10.1.1.23 10.3.2.20 45642 6379 6 137 47950 1738571283 1738571399 ACCEPT OK
2 142857000002 eni-app529 10.1.8.99 10.3.2.20 38414 6379 6 25 5375 1738521667 1738521788 ACCEPT OK
2 142857000002 eni-app862 10.1.3.187 10.3.2.20 37419 6379 6 95 39710 1738462347 1738462478 ACCEPT OK
2 142857000002 eni-app141 10.1.8.59 10.3.2.20 45211 6379 6 63 21105 1739449367 1739449549 ACCEPT OK
2 142857000002 eni-app393 10.1.5.89 10.3.2.20 32773 6379 6 80 26320 1738753558 1738753726 ACCEPT OK
2 142857000002 eni-app647 10.1.7.16 10.3.2.20 60029 6379 6 123 59409 1739402697 1739402792 ACCEPT OK
2 142857000002 eni-app957 10.1.6.26 10.3.2.20 63598 6379 6 11 4994 1738840892 1738841133 ACCEPT OK
2 142857000002 eni-app744 10.1.2.165 10.3.2.20 35003 6379 6 28 9548 1739041925 1739042137 ACCEPT OK
2 142857000002 eni-app270 10.1.8.187 10.3.2.20 55516 6379 6 71 30956 1738556383 1738556453 ACCEPT OK
2 142857000002 eni-app137 10.1.6.108 10.3.2.20 37576 6379 6 59 13570 1738930004 1738930215 ACCEPT OK
2 142857000002 eni-app859 10.1.1.98 10.3.2.20 37948 6379 6 98 37044 1739435206 1739435284 ACCEPT OK
2 142857000002 eni-app919 10.1.8.76 10.3.2.20 58484 6379 6 79 36893 1739041103 1739041320 ACCEPT OK
2 142857000002 eni-app148 10.1.10.180 10.3.2.20 65004 6379 6 39 11817 1738889931 1738890203 ACCEPT OK
2 142857000002 eni-app351 10.1.1.82 10.3.2.20 33593 6379 6 12 4800 1738373647 1738373836 ACCEPT OK
2 142857000002 eni-app118 10.1.5.40 10.3.2.20 49063 6379 6 148 35668 1739036851 1739036957 ACCEPT OK
2 142857000002 eni-app314 10.1.2.148 10.3.2.20 57843 6379 6 16 7168 1738741735 1738741966 ACCEPT OK
2 142857000002 eni-app940 10.1.1.71 10.3.2.20 58939 6379 6 141 40890 1738704212 1738704384 ACCEPT OK
2 142857000002 eni-app255 10.1.8.146 10.3.2.20 58441 6379 6 148 15688 1738412127 1738412321 ACCEPT OK
2 142857000002 eni-app491 10.1.10.188 10.3.2.20 51280 6379 6 96 14016 1738698192 1738698445 ACCEPT OK
2 142857000002 eni-app838 10.1.4.194 10.3.2.20 60130 6379 6 70 19250 1738801369 1738801466 ACCEPT OK
2 142857000002 eni-app407 10.1.1.58 10.3.2.20 50046 6379 6 164 55596 1738787613 1738787653 ACCEPT OK
2 142857000002 eni-app143 10.1.9.23 10.3.2.20 64419 6379 6 120 41880 1739423155 1739423206 ACCEPT OK
2 142857000002 eni-app713 10.1.1.183 10.3.2.20 38840 6379 6 193 30880 1738720714 1738720888 ACCEPT OK
2 142857000002 eni-app976 10.1.2.33 10.3.2.20 42287 6379 6 61 27328 1738834318 1738834547 ACCEPT OK
2 142857000002 eni-app382 10.1.2.34 10.3.2.20 54952 6379 6 95 35625 1739161923 1739161977 ACCEPT OK
2 142857000002 eni-app773 10.1.3.112 10.3.2.20 40586 6379 6 71 13845 1739087134 1739087221 ACCEPT OK
2 142857000002 eni-app788 10.1.1.85 10.3.2.20 43183 6379 6 126 56700 1739213735 1739213840 ACCEPT OK
2 142857000002 eni-app794 10.1.6.67 10.3.2.20 33227 6379 6 163 55420 1738405936 1738406209 ACCEPT OK
2 142857000002 eni-app403 10.1.5.103 10.3.2.20 64241 6379 6 192 46464 1739369195 1739369254 ACCEPT OK
2 142857000002 eni-app554 10.1.3.173 10.3.2.20 36931 6379 6 60 8400 1739483312 1739483490 ACCEPT OK
